frame,x_7,y_7,x_8,y_8,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_23,y_23,x_24,y_24,x_25,y_25,x_26,y_26,x_27,y_27,x_28,y_28
10,0.32913652062416077,0.3822014331817627,0.2739883065223694,0.3835137188434601,0.3746725618839264,0.4399793744087219,0.23230348527431488,0.4553210139274597,0.43773066997528076,0.5100890398025513,0.17484727501869202,0.5226601362228394,0.374755859375,0.5721117258071899,0.15434198081493378,0.5819778442382812,0.3332597017288208,0.5940330624580383,0.2434828281402588,0.593731701374054,0.3372443914413452,0.723332941532135,0.17945155501365662,0.7049544453620911,0.3366691470146179,0.8442972302436829,0.1983397752046585,0.8330539464950562
11,0.32889991998672485,0.3819049000740051,0.27418947219848633,0.3834455609321594,0.3724978268146515,0.43907976150512695,0.23294298350811005,0.4553487300872803,0.43045535683631897,0.5101767182350159,0.17859630286693573,0.5229570269584656,0.36518123745918274,0.5722745060920715,0.1585826277732849,0.5821064710617065,0.3319941759109497,0.5940360426902771,0.2437131106853485,0.5937254428863525,0.3374895453453064,0.7233973741531372,0.17702753841876984,0.7034231424331665,0.3366483747959137,0.8442681431770325,0.1983804553747177,0.8310310244560242
12,0.3271566331386566,0.38135284185409546,0.2741064429283142,0.3830210566520691,0.3674066662788391,0.43638500571250916,0.2339601069688797,0.4553792476654053,0.4223872423171997,0.5096792578697205,0.18528379499912262,0.5243425965309143,0.3562323749065399,0.5730892419815063,0.16550755500793457,0.588680624961853,0.33064407110214233,0.5940864682197571,0.24434351921081543,0.5938050746917725,0.3374558389186859,0.7239112854003906,0.17494472861289978,0.703254222869873,0.33661726117134094,0.8444815874099731,0.1988425850868225,0.8300495147705078
13,0.32582342624664307,0.3807923495769501,0.2739892303943634,0.3826494812965393,0.36506742238998413,0.4347134530544281,0.23465266823768616,0.4553433954715729,0.4139665365219116,0.5087854862213135,0.19062387943267822,0.5259809494018555,0.3492354154586792,0.5731557011604309,0.1691838800907135,0.591685950756073,0.33017581701278687,0.5941239595413208,0.24535247683525085,0.5938339233398438,0.3375011682510376,0.7239468693733215,0.173007071018219,0.7020719051361084,0.3365352749824524,0.8451178669929504,0.19943858683109283,0.8286832571029663
14,0.3247551918029785,0.3804844617843628,0.27391716837882996,0.3824823498725891,0.3619031310081482,0.4339263439178467,0.23542919754981995,0.45473775267601013,0.4073028266429901,0.5066775679588318,0.19401857256889343,0.5260394215583801,0.33905526995658875,0.5731898546218872,0.17057667672634125,0.592227578163147,0.32946252822875977,0.5950659513473511,0.24513539671897888,0.5942761301994324,0.3373927175998688,0.7244118452072144,0.1712293028831482,0.7023540735244751,0.33643653988838196,0.8451985120773315,0.19947770237922668,0.8285959362983704
15,0.32394668459892273,0.38017064332962036,0.27385273575782776,0.3816724419593811,0.35804566740989685,0.4324713349342346,0.23645369708538055,0.4535340368747711,0.40113121271133423,0.5059338212013245,0.19858239591121674,0.5259965658187866,0.33072513341903687,0.5732638239860535,0.17466484010219574,0.5922276973724365,0.3287554979324341,0.5952671766281128,0.24495698511600494,0.594402015209198,0.3368806540966034,0.7247964143753052,0.17019353806972504,0.7029019594192505,0.3361779451370239,0.845185399055481,0.19954313337802887,0.8281990885734558
16,0.3224388360977173,0.38010841608047485,0.2732737958431244,0.38120636343955994,0.3527284562587738,0.4320980906486511,0.23642314970493317,0.4527587890625,0.3960379362106323,0.5050272941589355,0.19940416514873505,0.5261557102203369,0.32494571805000305,0.5732966661453247,0.1754935085773468,0.5919538736343384,0.32710349559783936,0.595380961894989,0.24396786093711853,0.5945112705230713,0.3360406756401062,0.7252404093742371,0.16916200518608093,0.703037440776825,0.3357658386230469,0.844336211681366,0.19855660200119019,0.8287042379379272
17,0.3210594058036804,0.3799542188644409,0.2722221612930298,0.38096141815185547,0.3499683737754822,0.43073195219039917,0.2365647256374359,0.4521695077419281,0.3905608355998993,0.504031777381897,0.2012069970369339,0.5262263417243958,0.3217785358428955,0.5731241106987,0.17628319561481476,0.5913013219833374,0.3244360089302063,0.595071017742157,0.24282057583332062,0.5941919684410095,0.33501511812210083,0.7252935171127319,0.16887247562408447,0.7034260034561157,0.33542460203170776,0.8443084955215454,0.1955609917640686,0.8290260434150696
18,0.32011452317237854,0.3794825077056885,0.27143755555152893,0.380470335483551,0.3467801511287689,0.4301121234893799,0.23690062761306763,0.45162802934646606,0.38651445508003235,0.5039709806442261,0.20349830389022827,0.5261973142623901,0.3165718913078308,0.573146641254425,0.176155686378479,0.5911864042282104,0.3186020851135254,0.5939309000968933,0.23869575560092926,0.5935289859771729,0.33453604578971863,0.7252994179725647,0.16817419230937958,0.7038280963897705,0.3348636329174042,0.8443540334701538,0.19071640074253082,0.8299686312675476
19,0.3186489939689636,0.3786669671535492,0.2703065872192383,0.37966763973236084,0.34407442808151245,0.4294275641441345,0.23682545125484467,0.4511795938014984,0.38259586691856384,0.5035423636436462,0.2024894654750824,0.5259600877761841,0.3180369734764099,0.5727264881134033,0.17555129528045654,0.5907622575759888,0.31435394287109375,0.5918229818344116,0.23564690351486206,0.5916397571563721,0.3329126536846161,0.7253056764602661,0.1675897240638733,0.7038813829421997,0.3339024484157562,0.8443547487258911,0.18671782314777374,0.8331130743026733
20,0.31626972556114197,0.3784957528114319,0.2692013680934906,0.3796101212501526,0.34039828181266785,0.42899423837661743,0.23675447702407837,0.45104360580444336,0.3742057681083679,0.502933919429779,0.20316113531589508,0.5255305171012878,0.3153360188007355,0.5724340677261353,0.1754276007413864,0.5905061960220337,0.3112945854663849,0.5919367074966431,0.23386770486831665,0.5916299223899841,0.33070796728134155,0.7252788543701172,0.16735805571079254,0.7052202820777893,0.3321513533592224,0.8443601727485657,0.18449538946151733,0.8351939916610718
21,0.3156828284263611,0.3784879148006439,0.26794466376304626,0.37932267785072327,0.33797165751457214,0.429182767868042,0.23662802577018738,0.4508717954158783,0.3686857521533966,0.5030925869941711,0.20263637602329254,0.5254356861114502,0.3109014928340912,0.5724470019340515,0.17502646148204803,0.5905256271362305,0.3077223002910614,0.592033863067627,0.22999629378318787,0.5917068719863892,0.3281939923763275,0.7274770736694336,0.16738368570804596,0.7118940949440002,0.33108535408973694,0.8443136215209961,0.18253687024116516,0.8390471339225769
22,0.31443777680397034,0.37831491231918335,0.26589077711105347,0.37912216782569885,0.33463263511657715,0.4292570948600769,0.23657718300819397,0.4506962299346924,0.3636794686317444,0.5032128095626831,0.20403283834457397,0.5250884294509888,0.3049744665622711,0.5725288987159729,0.17475581169128418,0.5904537439346313,0.30472180247306824,0.5921120643615723,0.2257252335548401,0.5917230248451233,0.32614484429359436,0.7281423211097717,0.1663244515657425,0.7170226573944092,0.3293541669845581,0.8444740176200867,0.1787751019001007,0.8426885604858398
23,0.3115375339984894,0.37831372022628784,0.2634657621383667,0.3791366219520569,0.33231356739997864,0.42942944169044495,0.23597776889801025,0.45071810483932495,0.36030539870262146,0.5033003091812134,0.20393535494804382,0.5250826478004456,0.30027252435684204,0.5725468993186951,0.17420154809951782,0.590434730052948,0.3020015060901642,0.592483639717102,0.22282153367996216,0.5922852754592896,0.32579463720321655,0.7289957404136658,0.16591767966747284,0.7215869426727295,0.3294154107570648,0.8419949412345886,0.17326132953166962,0.8458102941513062
24,0.30962932109832764,0.37832728028297424,0.2613273859024048,0.37921369075775146,0.3291091322898865,0.429501473903656,0.23398393392562866,0.45090293884277344,0.3573508858680725,0.5030645132064819,0.20346927642822266,0.5251965522766113,0.2961273193359375,0.5725818872451782,0.17151227593421936,0.5907440185546875,0.29737961292266846,0.5925326347351074,0.21799860894680023,0.5926076173782349,0.32415539026260376,0.7292764782905579,0.16605013608932495,0.7229641675949097,0.3294788897037506,0.8419160842895508,0.17000430822372437,0.8466148376464844
25,0.30462032556533813,0.3782695233821869,0.25739240646362305,0.3792267441749573,0.32540279626846313,0.4295346140861511,0.23132701218128204,0.4510139524936676,0.3529902994632721,0.5025556683540344,0.20312754809856415,0.525481104850769,0.2931724190711975,0.5726379156112671,0.16888538002967834,0.5909003615379333,0.2944936454296112,0.5933557748794556,0.21472278237342834,0.593529224395752,0.319853812456131,0.7312387824058533,0.166355162858963,0.725626528263092,0.3295479118824005,0.8432896733283997,0.16702502965927124,0.851089358329773
26,0.2996526062488556,0.3778943419456482,0.2538423240184784,0.37922486662864685,0.3242534101009369,0.42953985929489136,0.2249794453382492,0.4510568082332611,0.35061997175216675,0.5025185346603394,0.1993764489889145,0.5259690880775452,0.29171571135520935,0.57268226146698,0.16466867923736572,0.5917397737503052,0.29496732354164124,0.5936917066574097,0.211639404296875,0.5941759347915649,0.3174920976161957,0.7312631011009216,0.16666893661022186,0.7277135848999023,0.329602986574173,0.8442294001579285,0.16672784090042114,0.8540856242179871
27,0.29829660058021545,0.37821343541145325,0.24766027927398682,0.3797282874584198,0.3208851218223572,0.4295719563961029,0.2199988067150116,0.4514581263065338,0.34740936756134033,0.5025578737258911,0.19267266988754272,0.5274581909179688,0.29046913981437683,0.573154091835022,0.16006390750408173,0.59267657995224,0.2934240400791168,0.5936447381973267,0.20997458696365356,0.5944594144821167,0.31476715207099915,0.7311407327651978,0.16901104152202606,0.7270611524581909,0.329501748085022,0.8442951440811157,0.16758660972118378,0.8539931178092957
28,0.29261425137519836,0.37821754813194275,0.24561725556850433,0.3798168897628784,0.3172653913497925,0.42959362268447876,0.21234554052352905,0.4514641761779785,0.3462603986263275,0.5026715993881226,0.18499378859996796,0.5279384851455688,0.28895241022109985,0.5734754204750061,0.15377047657966614,0.593373715877533,0.2917649447917938,0.5936530828475952,0.20569489896297455,0.5947126746177673,0.3132990002632141,0.7310479283332825,0.1693602204322815,0.7279054522514343,0.32947108149528503,0.8445984125137329,0.16738177835941315,0.8534232378005981
29,0.29090267419815063,0.37826037406921387,0.24096328020095825,0.3798842430114746,0.31370070576667786,0.4290827810764313,0.20701126754283905,0.4514102041721344,0.34585094451904297,0.5021520853042603,0.17794236540794373,0.5279012322425842,0.2885730564594269,0.5731674432754517,0.1477610319852829,0.5933094024658203,0.2832193970680237,0.5927148461341858,0.19973653554916382,0.5946937799453735,0.31142956018447876,0.7304113507270813,0.1693715751171112,0.7288509011268616,0.3293045163154602,0.844535231590271,0.1673358976840973,0.8544742465019226
30,0.28772231936454773,0.37800103425979614,0.2378893941640854,0.3798883557319641,0.3097686469554901,0.42903098464012146,0.20426113903522491,0.4513437747955322,0.3433353006839752,0.5021751523017883,0.17236575484275818,0.5277861952781677,0.2877088189125061,0.5732825994491577,0.14356303215026855,0.5932956337928772,0.280612587928772,0.5929609537124634,0.1957591325044632,0.5956113934516907,0.30931276082992554,0.7303715944290161,0.1687653809785843,0.7298480272293091,0.32914507389068604,0.842679500579834,0.1659291535615921,0.8540371656417847
31,0.28459498286247253,0.3774670362472534,0.23361890017986298,0.3798568844795227,0.30701062083244324,0.4283331036567688,0.19940219819545746,0.4513123631477356,0.3446037471294403,0.5011526942253113,0.1669946312904358,0.5277434587478638,0.28920140862464905,0.572811484336853,0.14118117094039917,0.5932427048683167,0.27786093950271606,0.5948399901390076,0.19435495138168335,0.5992107391357422,0.3069896399974823,0.7308721542358398,0.16292819380760193,0.7303546071052551,0.3290533423423767,0.8426854014396667,0.16396111249923706,0.8538535237312317
32,0.27976635098457336,0.37514016032218933,0.22812442481517792,0.37853914499282837,0.3058655560016632,0.42831891775131226,0.19381196796894073,0.45129746198654175,0.3459184765815735,0.5006773471832275,0.15746203064918518,0.5276978611946106,0.28952011466026306,0.5715380311012268,0.13506849110126495,0.5928563475608826,0.2774959206581116,0.5965582132339478,0.18933793902397156,0.6010766625404358,0.3076203465461731,0.7320936918258667,0.1575252264738083,0.7306030988693237,0.32899561524391174,0.8427042961120605,0.1629234254360199,0.8537278175354004
33,0.2773825526237488,0.37435105443000793,0.2260323017835617,0.378257691860199,0.3053010404109955,0.428327739238739,0.18779166042804718,0.45129990577697754,0.34611743688583374,0.5002003908157349,0.1445244401693344,0.5272485017776489,0.29218029975891113,0.5715148448944092,0.12661150097846985,0.5928379893302917,0.27849891781806946,0.5993812680244446,0.18723104894161224,0.6023206114768982,0.30817747116088867,0.7344275116920471,0.15618787705898285,0.7314239740371704,0.328921377658844,0.8425766229629517,0.1629595011472702,0.8537975549697876
34,0.2762443423271179,0.37362024188041687,0.2239576131105423,0.3773128092288971,0.30539795756340027,0.4284689426422119,0.18335050344467163,0.4503931403160095,0.35090404748916626,0.5002108216285706,0.13309639692306519,0.5248470902442932,0.30125734210014343,0.5708587765693665,0.11786630749702454,0.5928171873092651,0.27870234847068787,0.5995688438415527,0.18745273351669312,0.6019142866134644,0.30855676531791687,0.7344499826431274,0.15513132512569427,0.7313607931137085,0.3289133608341217,0.842592716217041,0.16268563270568848,0.8536356091499329
35,0.271627813577652,0.37298113107681274,0.22324706614017487,0.3768255114555359,0.30554136633872986,0.4288066327571869,0.1775956004858017,0.4496273398399353,0.3565463125705719,0.5001729726791382,0.12440842390060425,0.522457480430603,0.30916932225227356,0.5708115100860596,0.1089024618268013,0.5927290916442871,0.27860695123672485,0.5995020866394043,0.1871279776096344,0.6018825769424438,0.30881139636039734,0.7343253493309021,0.15484508872032166,0.7315976619720459,0.32897549867630005,0.8421854972839355,0.1629357784986496,0.8540366291999817
36,0.2704467475414276,0.37223726511001587,0.22066305577754974,0.3750370442867279,0.3055892288684845,0.4290720522403717,0.170854851603508,0.4476686418056488,0.36282771825790405,0.5001906156539917,0.11395614594221115,0.5198519229888916,0.31576213240623474,0.5705936551094055,0.10125944018363953,0.5908350944519043,0.27908849716186523,0.5991636514663696,0.18482965230941772,0.6001237630844116,0.30859512090682983,0.7342950105667114,0.15512806177139282,0.7313742637634277,0.3300949037075043,0.8422002792358398,0.16311682760715485,0.8544598817825317
37,0.2704011797904968,0.37192824482917786,0.21771278977394104,0.3735336661338806,0.3040641248226166,0.42885956168174744,0.16825805604457855,0.44589248299598694,0.37183821201324463,0.49967145919799805,0.10965638607740402,0.5163347125053406,0.32272809743881226,0.5700263977050781,0.09275661408901215,0.5858476758003235,0.2770857810974121,0.5965884923934937,0.18365582823753357,0.5960174202919006,0.3073326051235199,0.7325991988182068,0.15531906485557556,0.7295134663581848,0.3305005729198456,0.8409866094589233,0.16324909031391144,0.8544246554374695
38,0.2678526043891907,0.3710706830024719,0.21447283029556274,0.3719305992126465,0.3040638864040375,0.4288533329963684,0.16201986372470856,0.4430984854698181,0.3771609961986542,0.5008659362792969,0.10299960523843765,0.5129566192626953,0.3289743959903717,0.5709087252616882,0.0864400863647461,0.5844914317131042,0.27640074491500854,0.5935161113739014,0.1818004548549652,0.5931299328804016,0.30544614791870117,0.7299618124961853,0.1557023823261261,0.7287196516990662,0.3304979205131531,0.8403286933898926,0.1634717881679535,0.8551127314567566
39,0.26601067185401917,0.37040773034095764,0.21108347177505493,0.37089306116104126,0.30426228046417236,0.42886239290237427,0.1549685001373291,0.4416877329349518,0.38107743859291077,0.5008757710456848,0.09535493701696396,0.5120427012443542,0.33867305517196655,0.5709114074707031,0.08120031654834747,0.5849676728248596,0.27567756175994873,0.5862359404563904,0.17793846130371094,0.586941123008728,0.304352343082428,0.719284176826477,0.15652868151664734,0.7228781580924988,0.3305302858352661,0.8386869430541992,0.16356907784938812,0.8549786806106567
40,0.2631867527961731,0.3688448965549469,0.2091435343027115,0.3688364624977112,0.3035500645637512,0.4288625717163086,0.15136222541332245,0.4412814676761627,0.3852703869342804,0.500878632068634,0.08822446316480637,0.5104730725288391,0.34365326166152954,0.570932924747467,0.07869835197925568,0.5833360552787781,0.2737831473350525,0.5858604907989502,0.1738307625055313,0.5869829058647156,0.30357909202575684,0.7169400453567505,0.15659476816654205,0.7224162817001343,0.3308095932006836,0.8385527729988098,0.16327159106731415,0.8549023866653442
41,0.260947048664093,0.3668580651283264,0.20792067050933838,0.3673602342605591,0.30367550253868103,0.42887330055236816,0.14907920360565186,0.4394192695617676,0.38966962695121765,0.5008406639099121,0.07943173497915268,0.5088656544685364,0.3527904450893402,0.5703819394111633,0.07394537329673767,0.5791863203048706,0.2734464108943939,0.5833332538604736,0.1741173267364502,0.5852669477462769,0.3037671148777008,0.7135169506072998,0.15674859285354614,0.7221251130104065,0.330693781375885,0.8377894163131714,0.1633225530385971,0.8549319505691528
42,0.2595372200012207,0.36552828550338745,0.20666760206222534,0.36604198813438416,0.30379554629325867,0.4288690686225891,0.14613699913024902,0.43806344270706177,0.39320725202560425,0.500550389289856,0.07296108454465866,0.5071026086807251,0.3604029417037964,0.5697329044342041,0.06893481314182281,0.5775438547134399,0.273050457239151,0.5830915570259094,0.17076170444488525,0.5841748714447021,0.30361273884773254,0.711513102054596,0.1561126708984375,0.7209848761558533,0.33066803216934204,0.835962176322937,0.16326823830604553,0.854956328868866
43,0.25887778401374817,0.3650965392589569,0.20589478313922882,0.36551743745803833,0.3042405843734741,0.42883777618408203,0.1464199423789978,0.4361845850944519,0.3951152265071869,0.500411331653595,0.06800665706396103,0.5052430629730225,0.36316609382629395,0.5697004199028015,0.063977912068367,0.5759413838386536,0.27252304553985596,0.5808051228523254,0.17004090547561646,0.5806726813316345,0.3037235140800476,0.7075824737548828,0.15617766976356506,0.7172349095344543,0.33030834794044495,0.8341575860977173,0.1632915437221527,0.8550032377243042
44,0.2591390907764435,0.36449679732322693,0.2044236660003662,0.3649773895740509,0.3050701916217804,0.42905378341674805,0.14547914266586304,0.43470102548599243,0.3945191204547882,0.5001376867294312,0.06122570112347603,0.5048906803131104,0.36719241738319397,0.5694173574447632,0.06234893202781677,0.5756624937057495,0.27199965715408325,0.5787250399589539,0.16894961893558502,0.5781453847885132,0.30380165576934814,0.7047050595283508,0.15627343952655792,0.7132281064987183,0.3296811282634735,0.8316766023635864,0.16327625513076782,0.8548834919929504
45,0.25927332043647766,0.3646833300590515,0.20393016934394836,0.36498522758483887,0.30524471402168274,0.42942461371421814,0.14383889734745026,0.4343411326408386,0.3937017619609833,0.4991825520992279,0.056744854897260666,0.504275918006897,0.3716830015182495,0.5680338144302368,0.06087503954768181,0.5750288963317871,0.2721329927444458,0.5774697661399841,0.16876234114170074,0.5767446160316467,0.30418160557746887,0.7021994590759277,0.15615539252758026,0.712537407875061,0.3288019299507141,0.827027440071106,0.16304419934749603,0.8550332188606262
46,0.2588314414024353,0.3643649220466614,0.20337575674057007,0.36438560485839844,0.3063388168811798,0.4297643303871155,0.1424509584903717,0.43356314301490784,0.39382702112197876,0.49852079153060913,0.055575743317604065,0.503364086151123,0.37392717599868774,0.5669971704483032,0.061257198452949524,0.5749993920326233,0.2719182074069977,0.5773285627365112,0.16912797093391418,0.5771394968032837,0.3052961230278015,0.7018173933029175,0.15610048174858093,0.7120275497436523,0.3278239071369171,0.8241256475448608,0.16265831887722015,0.8548706769943237
47,0.25830352306365967,0.3641795814037323,0.2026313841342926,0.3641456961631775,0.3074391782283783,0.4303053319454193,0.1418272703886032,0.4330987334251404,0.39475682377815247,0.49858397245407104,0.055436871945858,0.5034670233726501,0.37505146861076355,0.566916286945343,0.06237189471721649,0.5754048824310303,0.27225542068481445,0.5777187943458557,0.16957350075244904,0.5774924755096436,0.30573394894599915,0.7014840841293335,0.1561550498008728,0.7124223709106445,0.3264108896255493,0.8219606280326843,0.16236740350723267,0.8548620343208313
48,0.2579250931739807,0.3639318346977234,0.20210802555084229,0.36397767066955566,0.30774566531181335,0.43058833479881287,0.14038164913654327,0.4325489103794098,0.3942601978778839,0.4983797073364258,0.053148649632930756,0.5037842392921448,0.37512752413749695,0.5669584274291992,0.062401823699474335,0.5753690600395203,0.2723199725151062,0.5768863558769226,0.169778510928154,0.5772997140884399,0.30734023451805115,0.7000960111618042,0.15754570066928864,0.712228536605835,0.32632017135620117,0.8216111063957214,0.16206803917884827,0.8550554513931274
49,0.2581389248371124,0.36294084787368774,0.20160289108753204,0.36315685510635376,0.3091857433319092,0.43146514892578125,0.13973616063594818,0.4315069615840912,0.39390426874160767,0.49929699301719666,0.052688438445329666,0.5034360289573669,0.3745228350162506,0.5709782242774963,0.06234627962112427,0.5744431614875793,0.27236226201057434,0.5770375728607178,0.17000168561935425,0.5770129561424255,0.30902931094169617,0.6997063159942627,0.15868307650089264,0.7121370434761047,0.3262529671192169,0.8204205632209778,0.16177144646644592,0.8550459146499634
50,0.2582465410232544,0.36225223541259766,0.2016121745109558,0.3624064326286316,0.309804767370224,0.43219318985939026,0.14037159085273743,0.42998844385147095,0.3936092257499695,0.5005040764808655,0.05391322821378708,0.501997172832489,0.3727814555168152,0.5734678506851196,0.06244185194373131,0.5725547075271606,0.27239978313446045,0.5769150257110596,0.170172318816185,0.5759865045547485,0.3096662163734436,0.6991861462593079,0.1595100462436676,0.7116032242774963,0.3257308006286621,0.820034384727478,0.16149669885635376,0.8544373512268066
51,0.25828486680984497,0.3621959686279297,0.20165061950683594,0.3621591329574585,0.3100619912147522,0.4325786232948303,0.14063268899917603,0.4291263520717621,0.3933814465999603,0.500848650932312,0.054076120257377625,0.500953733921051,0.3725396394729614,0.573981761932373,0.06314797699451447,0.5716220140457153,0.2720712721347809,0.5762861967086792,0.17047616839408875,0.5754883885383606,0.31242793798446655,0.6979340314865112,0.16033394634723663,0.7110888361930847,0.3250385820865631,0.8208848834037781,0.16124281287193298,0.8542098999023438
52,0.258573979139328,0.36225882172584534,0.20162717998027802,0.36225074529647827,0.31052452325820923,0.4332410395145416,0.14103040099143982,0.4278984069824219,0.3933221995830536,0.5021001100540161,0.05387420207262039,0.5000488758087158,0.3717329800128937,0.5756796598434448,0.06351831555366516,0.5709488391876221,0.2719988226890564,0.5765092372894287,0.17059551179409027,0.5757341384887695,0.31435295939445496,0.6978336572647095,0.16053138673305511,0.7110868692398071,0.3243836760520935,0.8214394450187683,0.16077987849712372,0.854087233543396
53,0.25903934240341187,0.36232656240463257,0.201582670211792,0.36228448152542114,0.31108707189559937,0.4337075650691986,0.1410997211933136,0.42685645818710327,0.3932831585407257,0.5035318732261658,0.05440010130405426,0.4986882209777832,0.3702751100063324,0.5782544016838074,0.06784708797931671,0.5698761940002441,0.2720203697681427,0.576262354850769,0.1706336885690689,0.5746819376945496,0.31515976786613464,0.6975406408309937,0.16116254031658173,0.7092042565345764,0.3241274952888489,0.821596622467041,0.16071993112564087,0.853624701499939
